"standard_region_code","municipality_name","municipality_romaji","prefecture_code","prefecture_name"
"39303","安芸郡田野町","AKI GUN TANO CHO","39","高知県"
"39304","安芸郡安田町","AKI GUN YASUDA CHO","39","高知県"
"39305","安芸郡北川村","AKI GUN KITAGAWA MURA","39","高知県"
"39306","安芸郡馬路村","AKI GUN UMAJI MURA","39","高知県"
"39307","安芸郡芸西村","AKI GUN GEISEI MURA","39","高知県"
"39341","長岡郡本山町","NAGAOKA GUN MOTOYAMA CHO","39","高知県"
"39344","長岡郡大豊町","NAGAOKA GUN OTOYO CHO","39","高知県"
"39363","土佐郡土佐町","TOSA GUN TOSA CHO","39","高知県"
"39364","土佐郡大川村","TOSA GUN OKAWA MURA","39","高知県"
"39386","吾川郡いの町","AGAWA GUN INO CHO","39","高知県"
"39387","吾川郡仁淀川町","AGAWA GUN NIYODOGAWA CHO","39","高知県"
"39401","高岡郡中土佐町","TAKAOKA GUN NAKATOSA CHO","39","高知県"
"39402","高岡郡佐川町","TAKAOKA GUN SAKAWA CHO","39","高知県"
"39403","高岡郡越知町","TAKAOKA GUN OCHI CHO","39","高知県"
"39405","高岡郡檮原町","TAKAOKA GUN YUSUHARA CHO","39","高知県"
"39410","高岡郡日高村","TAKAOKA GUN HIDAKA MURA","39","高知県"
"39411","高岡郡津野町","TAKAOKA GUN TSUNO CHO","39","高知県"
"39412","高岡郡四万十町","TAKAOKA GUN SHIMANTO CHO","39","高知県"
"39424","幡多郡大月町","HATA GUN OTSUKI CHO","39","高知県"
"39427","幡多郡三原村","HATA GUN MIHARA MURA","39","高知県"
"39428","幡多郡黒潮町","HATA GUN KUROSHIO CHO","39","高知県"
"40101","北九州市門司区","KITAKYUSHU SHI MOJI KU","40","福岡県"
"40103","北九州市若松区","KITAKYUSHU SHI WAKAMATSU KU","40","福岡県"
"40105","北九州市戸畑区","KITAKYUSHU SHI TOBATA KU","40","福岡県"
"40106","北九州市小倉北区","KITAKYUSHU SHI KOKURAKITA KU","40","福岡県"
"40107","北九州市小倉南区","KITAKYUSHU SHI KOKURAMINAMI KU","40","福岡県"
"40108","北九州市八幡東区","KITAKYUSHU SHI YAHATAHIGASHI KU","40","福岡県"
"40109","北九州市八幡西区","KITAKYUSHU SHI YAHATANISHI KU","40","福岡県"
"40131","福岡市東区","FUKUOKA SHI HIGASHI KU","40","福岡県"
"40132","福岡市博多区","FUKUOKA SHI HAKATA KU","40","福岡県"
"40133","福岡市中央区","FUKUOKA SHI CHUO KU","40","福岡県"
"40134","福岡市南区","FUKUOKA SHI MINAMI KU","40","福岡県"
"40135","福岡市西区","FUKUOKA SHI NISHI KU","40","福岡県"
"40136","福岡市城南区","FUKUOKA SHI JONAN KU","40","福岡県"
"40137","福岡市早良区","FUKUOKA SHI SAWARA KU","40","福岡県"
"40202","大牟田市","OMUTA SHI","40","福岡県"
"40203","久留米市","KURUME SHI","40","福岡県"
"40204","直方市","NOGATA SHI","40","福岡県"
"40205","飯塚市","IIZUKA SHI","40","福岡県"
"40206","田川市","TAGAWA SHI","40","福岡県"
"40207","柳川市","YANAGAWA SHI","40","福岡県"
"40210","八女市","YAME SHI","40","福岡県"
"40211","筑後市","CHIKUGO SHI","40","福岡県"
"40212","大川市","OKAWA SHI","40","福岡県"
"40213","行橋市","YUKUHASHI SHI","40","福岡県"
"40214","豊前市","BUZEN SHI","40","福岡県"
"40215","中間市","NAKAMA SHI","40","福岡県"
"40216","小郡市","OGORI SHI","40","福岡県"
"40217","筑紫野市","CHIKUSHINO SHI","40","福岡県"
"40218","春日市","KASUGA SHI","40","福岡県"
"40219","大野城市","ONOJO SHI","40","福岡県"
"40220","宗像市","MUNAKATA SHI","40","福岡県"
"40221","太宰府市","DAZAIFU SHI","40","福岡県"
"40223","古賀市","KOGA SHI","40","福岡県"
"40224","福津市","FUKUTSU SHI","40","福岡県"
"40225","うきは市","UKIHA SHI","40","福岡県"
"40226","宮若市","MIYAWAKA SHI","40","福岡県"
"40227","嘉麻市","KAMA SHI","40","福岡県"
"40228","朝倉市","ASAKURA SHI","40","福岡県"
"40229","みやま市","MIYAMA SHI","40","福岡県"
"40230","糸島市","ITOSHIMA SHI","40","福岡県"
"40231","那珂川市","NAKAGAWA SHI","40","福岡県"
"40341","糟屋郡宇美町","KASUYA GUN UMI MACHI","40","福岡県"
"40342","糟屋郡篠栗町","KASUYA GUN SASAGURI MACHI","40","福岡県"
"40343","糟屋郡志免町","KASUYA GUN SHIME MACHI","40","福岡県"
"40344","糟屋郡須惠町","KASUYA GUN SUE MACHI","40","福岡県"
"40345","糟屋郡新宮町","KASUYA GUN SHINGU MACHI","40","福岡県"
"40348","糟屋郡久山町","KASUYA GUN HISAYAMA MACHI","40","福岡県"
"40349","糟屋郡粕屋町","KASUYA GUN KASUYA MACHI","40","福岡県"
"40381","遠賀郡芦屋町","ONGA GUN ASHIYA MACHI","40","福岡県"
"40382","遠賀郡水巻町","ONGA GUN MIZUMAKI MACHI","40","福岡県"
"40383","遠賀郡岡垣町","ONGA GUN OKAGAKI MACHI","40","福岡県"
"40384","遠賀郡遠賀町","ONGA GUN ONGA CHO","40","福岡県"
"40401","鞍手郡小竹町","KURATE GUN KOTAKE MACHI","40","福岡県"
"40402","鞍手郡鞍手町","KURATE GUN KURATE MACHI","40","福岡県"
"40421","嘉穂郡桂川町","KAHO GUN KEISEN MACHI","40","福岡県"
"40447","朝倉郡筑前町","ASAKURA GUN CHIKUZEN MACHI","40","福岡県"
"40448","朝倉郡東峰村","ASAKURA GUN TOHO MURA","40","福岡県"
"40503","三井郡大刀洗町","MII GUN TACHIARAI MACHI","40","福岡県"
"40522","三潴郡大木町","MIZUMA GUN OKI MACHI","40","福岡県"
"40544","八女郡広川町","YAME GUN HIROKAWA MACHI","40","福岡県"
"40601","田川郡香春町","TAGAWA GUN KAWARA MACHI","40","福岡県"
"40602","田川郡添田町","TAGAWA GUN SOEDA MACHI","40","福岡県"
"40604","田川郡糸田町","TAGAWA GUN ITODA MACHI","40","福岡県"
"40605","田川郡川崎町","TAGAWA GUN KAWASAKI MACHI","40","福岡県"
"40608","田川郡大任町","TAGAWA GUN OTO MACHI","40","福岡県"
"40609","田川郡赤村","TAGAWA GUN AKA MURA","40","福岡県"
"40610","田川郡福智町","TAGAWA GUN FUKUCHI MACHI","40","福岡県"
"40621","京都郡苅田町","MIYAKO GUN KANDA MACHI","40","福岡県"
"40625","京都郡みやこ町","MIYAKO GUN MIYAKO MACHI","40","福岡県"
"40642","築上郡吉富町","CHIKUJO GUN YOSHITOMI MACHI","40","福岡県"
"40646","築上郡上毛町","CHIKUJO GUN KOGE MACHI","40","福岡県"
"40647","築上郡築上町","CHIKUJO GUN CHIKUJO MACHI","40","福岡県"
"41201","佐賀市","SAGA SHI","41","佐賀県"
"41202","唐津市","KARATSU SHI","41","佐賀県"
"41203","鳥栖市","TOSU SHI","41","佐賀県"
"41204","多久市","TAKU SHI","41","佐賀県"
"41205","伊万里市","IMARI SHI","41","佐賀県"
"41206","武雄市","TAKEO SHI","41","佐賀県"
"41207","鹿島市","KASHIMA SHI","41","佐賀県"
"41208","小城市","OGI SHI","41","佐賀県"
"41209","嬉野市","URESHINO SHI","41","佐賀県"
"41210","神埼市","KANZAKI SHI","41","佐賀県"
"41327","神埼郡吉野ヶ里町","KANZAKI GUN YOSHINOGARI CHO","41","佐賀県"
"41341","三養基郡基山町","MIYAKI GUN KIYAMA CHO","41","佐賀県"
"41345","三養基郡上峰町","MIYAKI GUN KAMIMINE CHO","41","佐賀県"
"41346","三養基郡みやき町","MIYAKI GUN MIYAKI CHO","41","佐賀県"
"41387","東松浦郡玄海町","HIGASHIMATSURA GUN GENKAI CHO","41","佐賀県"
"41401","西松浦郡有田町","NISHIMATSURA GUN ARITA CHO","41","佐賀県"
"41423","杵島郡大町町","KISHIMA GUN OMACHI CHO","41","佐賀県"
"41424","杵島郡江北町","KISHIMA GUN KOHOKU MACHI","41","佐賀県"
"41425","杵島郡白石町","KISHIMA GUN SHIROISHI CHO","41","佐賀県"
"41441","藤津郡太良町","FUJITSU GUN TARA CHO","41","佐賀県"
"42201","長崎市","NAGASAKI SHI","42","長崎県"
"42202","佐世保市","SASEBO SHI","42","長崎県"
"42203","島原市","SHIMABARA SHI","42","長崎県"
"42204","諫早市","ISAHAYA SHI","42","長崎県"
"42205","大村市","OMURA SHI","42","長崎県"
"42207","平戸市","HIRADO SHI","42","長崎県"
"42208","松浦市","MATSURA SHI","42","長崎県"
"42209","対馬市","TSUSHIMA SHI","42","長崎県"
"42210","壱岐市","IKI SHI","42","長崎県"
"42211","五島市","GOTO SHI","42","長崎県"
"42212","西海市","SAIKAI SHI","42","長崎県"
"42213","雲仙市","UNZEN SHI","42","長崎県"
"42214","南島原市","MINAMISHIMABARA SHI","42","長崎県"
"42307","西彼杵郡長与町","NISHISONOGI GUN NAGAYO CHO","42","長崎県"
"42308","西彼杵郡時津町","NISHISONOGI GUN TOGITSU CHO","42","長崎県"
"42321","東彼杵郡東彼杵町","HIGASHISONOGI GUN HIGASHISONOGI CHO","42","長崎県"
"42322","東彼杵郡川棚町","HIGASHISONOGI GUN KAWATANA CHO","42","長崎県"
"42323","東彼杵郡波佐見町","HIGASHISONOGI GUN HASAMI CHO","42","長崎県"
"42383","北松浦郡小値賀町","KITAMATSURA GUN OJIKA CHO","42","長崎県"
"42391","北松浦郡佐々町","KITAMATSURA GUN SAZA CHO","42","長崎県"
"42411","南松浦郡新上五島町","MINAMIMATSURA GUN SHINKAMIGOTO CHO","42","長崎県"
"43101","熊本市中央区","KUMAMOTO SHI CHUO KU","43","熊本県"
"43102","熊本市東区","KUMAMOTO SHI HIGASHI KU","43","熊本県"
"43103","熊本市西区","KUMAMOTO SHI NISHI KU","43","熊本県"
"43104","熊本市南区","KUMAMOTO SHI MINAMI KU","43","熊本県"
"43105","熊本市北区","KUMAMOTO SHI KITA KU","43","熊本県"
"43202","八代市","YATSUSHIRO SHI","43","熊本県"
"43203","人吉市","HITOYOSHI SHI","43","熊本県"
"43204","荒尾市","ARAO SHI","43","熊本県"
"43205","水俣市","MINAMATA SHI","43","熊本県"
"43206","玉名市","TAMANA SHI","43","熊本県"
"43208","山鹿市","YAMAGA SHI","43","熊本県"
"43210","菊池市","KIKUCHI SHI","43","熊本県"
"43211","宇土市","UTO SHI","43","熊本県"
"43212","上天草市","KAMIAMAKUSA SHI","43","熊本県"
"43213","宇城市","UKI SHI","43","熊本県"
"43214","阿蘇市","ASO SHI","43","熊本県"
"43215","天草市","AMAKUSA SHI","43","熊本県"
"43216","合志市","KOSHI SHI","43","熊本県"
"43348","下益城郡美里町","SHIMOMASHIKI GUN MISATO MACHI","43","熊本県"
"43364","玉名郡玉東町","TAMANA GUN GYOKUTO MACHI","43","熊本県"
"43367","玉名郡南関町","TAMANA GUN NANKAN MACHI","43","熊本県"
"43368","玉名郡長洲町","TAMANA GUN NAGASU MACHI","43","熊本県"
"43369","玉名郡和水町","TAMANA GUN NAGOMI MACHI","43","熊本県"
"43403","菊池郡大津町","KIKUCHI GUN OZU MACHI","43","熊本県"
"43404","菊池郡菊陽町","KIKUCHI GUN KIKUYO MACHI","43","熊本県"
"43423","阿蘇郡南小国町","ASO GUN MINAMIOGUNI MACHI","43","熊本県"
"43424","阿蘇郡小国町","ASO GUN OGUNI MACHI","43","熊本県"
"43425","阿蘇郡産山村","ASO GUN UBUYAMA MURA","43","熊本県"
"43428","阿蘇郡高森町","ASO GUN TAKAMORI MACHI","43","熊本県"
"43432","阿蘇郡西原村","ASO GUN NISHIHARA MURA","43","熊本県"
"43433","阿蘇郡南阿蘇村","ASO GUN MINAMIASO MURA","43","熊本県"
"43441","上益城郡御船町","KAMIMASHIKI GUN MIFUNE MACHI","43","熊本県"
"43442","上益城郡嘉島町","KAMIMASHIKI GUN KASHIMA MACHI","43","熊本県"
"43443","上益城郡益城町","KAMIMASHIKI GUN MASHIKI MACHI","43","熊本県"
"43444","上益城郡甲佐町","KAMIMASHIKI GUN KOSA MACHI","43","熊本県"
"43447","上益城郡山都町","KAMIMASHIKI GUN YAMATO CHO","43","熊本県"
"43468","八代郡氷川町","YATSUSHIRO GUN HIKAWA CHO","43","熊本県"
"43482","葦北郡芦北町","ASHIKITA GUN ASHIKITA MACHI","43","熊本県"
"43484","葦北郡津奈木町","ASHIKITA GUN TSUNAGI MACHI","43","熊本県"
"43501","球磨郡錦町","KUMA GUN NISHIKI MACHI","43","熊本県"
"43505","球磨郡多良木町","KUMA GUN TARAGI MACHI","43","熊本県"
"43506","球磨郡湯前町","KUMA GUN YUNOMAE MACHI","43","熊本県"
"43507","球磨郡水上村","KUMA GUN MIZUKAMI MURA","43","熊本県"
"43510","球磨郡相良村","KUMA GUN SAGARA MURA","43","熊本県"
"43511","球磨郡五木村","KUMA GUN ITSUKI MURA","43","熊本県"
"43512","球磨郡山江村","KUMA GUN YAMAE MURA","43","熊本県"
"43513","球磨郡球磨村","KUMA GUN KUMA MURA","43","熊本県"
"43514","球磨郡あさぎり町","KUMA GUN ASAGIRI CHO","43","熊本県"
"43531","天草郡苓北町","AMAKUSA GUN REIHOKU MACHI","43","熊本県"
"44201","大分市","OITA SHI","44","大分県"
"44202","別府市","BEPPU SHI","44","大分県"
"44203","中津市","NAKATSU SHI","44","大分県"
"44204","日田市","HITA SHI","44","大分県"
"44205","佐伯市","SAIKI SHI","44","大分県"
"44206","臼杵市","USUKI SHI","44","大分県"
"44207","津久見市","TSUKUMI SHI","44","大分県"
"44208","竹田市","TAKETA SHI","44","大分県"
"44209","豊後高田市","BUNGOTAKADA SHI","44","大分県"
"44210","杵築市","KITSUKI SHI","44","大分県"
"44211","宇佐市","USA SHI","44","大分県"
"44212","豊後大野市","BUNGOONO SHI","44","大分県"
"44213","由布市","YUFU SHI","44","大分県"
"44214","国東市","KUNISAKI SHI","44","大分県"
"44322","東国東郡姫島村","HIGASHIKUNISAKI GUN HIMESHIMA MURA","44","大分県"
"44341","速見郡日出町","HAYAMI GUN HIJI MACHI","44","大分県"
"44461","玖珠郡九重町","KUSU GUN KOKONOE MACHI","44","大分県"
"44462","玖珠郡玖珠町","KUSU GUN KUSU MACHI","44","大分県"
"45201","宮崎市","MIYAZAKI SHI","45","宮崎県"
"45202","都城市","MIYAKONOJO SHI","45","宮崎県"
"45203","延岡市","NOBEOKA SHI","45","宮崎県"
"45204","日南市","NICHINAN SHI","45","宮崎県"
"45205","小林市","KOBAYASHI SHI","45","宮崎県"
"45206","日向市","HYUGA SHI","45","宮崎県"
"45207","串間市","KUSHIMA SHI","45","宮崎県"
"45208","西都市","SAITO SHI","45","宮崎県"
"45209","えびの市","EBINO SHI","45","宮崎県"
"45341","北諸県郡三股町","KITAMOROKATA GUN MIMATA CHO","45","宮崎県"
"45361","西諸県郡高原町","NISHIMOROKATA GUN TAKAHARU CHO","45","宮崎県"
"45382","東諸県郡国富町","HIGASHIMOROKATA GUN KUNITOMI CHO","45","宮崎県"
"45383","東諸県郡綾町","HIGASHIMOROKATA GUN AYA CHO","45","宮崎県"
"45401","児湯郡高鍋町","KOYU GUN TAKANABE CHO","45","宮崎県"
"45402","児湯郡新富町","KOYU GUN SHINTOMI CHO","45","宮崎県"
"45403","児湯郡西米良村","KOYU GUN NISHIMERA SON","45","宮崎県"
"45404","児湯郡木城町","KOYU GUN KIJO CHO","45","宮崎県"
"45405","児湯郡川南町","KOYU GUN KAWAMINAMI CHO","45","宮崎県"
"45406","児湯郡都農町","KOYU GUN TSUNO CHO","45","宮崎県"
"45421","東臼杵郡門川町","HIGASHIUSUKI GUN KADOGAWA CHO","45","宮崎県"
"45429","東臼杵郡諸塚村","HIGASHIUSUKI GUN MOROTSUKA SON","45","宮崎県"
"45430","東臼杵郡椎葉村","HIGASHIUSUKI GUN SHIIBA SON","45","宮崎県"
"45431","東臼杵郡美郷町","HIGASHIUSUKI GUN MISATO CHO","45","宮崎県"
"45441","西臼杵郡高千穂町","NISHIUSUKI GUN TAKACHIHO CHO","45","宮崎県"
"45442","西臼杵郡日之影町","NISHIUSUKI GUN HINOKAGE CHO","45","宮崎県"
"45443","西臼杵郡五ヶ瀬町","NISHIUSUKI GUN GOKASE CHO","45","宮崎県"
"46201","鹿児島市","KAGOSHIMA SHI","46","鹿児島県"
"46203","鹿屋市","KANOYA SHI","46","鹿児島県"
"46204","枕崎市","MAKURAZAKI SHI","46","鹿児島県"
"46206","阿久根市","AKUNE SHI","46","鹿児島県"
"46208","出水市","IZUMI SHI","46","鹿児島県"
"46210","指宿市","IBUSUKI SHI","46","鹿児島県"
"46213","西之表市","NISHINOMOTE SHI","46","鹿児島県"
"46214","垂水市","TARUMIZU SHI","46","鹿児島県"
"46215","薩摩川内市","SATSUMASENDAI SHI","46","鹿児島県"
"46216","日置市","HIOKI SHI","46","鹿児島県"
"46217","曽於市","SO SHI","46","鹿児島県"
"46218","霧島市","KIRISHIMA SHI","46","鹿児島県"
"46219","いちき串木野市","ICHIKIKUSHIKINO SHI","46","鹿児島県"
"46220","南さつま市","MINAMISATSUMA SHI","46","鹿児島県"
"46221","志布志市","SHIBUSHI SHI","46","鹿児島県"
"46222","奄美市","AMAMI SHI","46","鹿児島県"
"46223","南九州市","MINAMIKYUSHU SHI","46","鹿児島県"
"46224","伊佐市","ISA SHI","46","鹿児島県"
"46225","姶良市","AIRA SHI","46","鹿児島県"
"46303","鹿児島郡三島村","KAGOSHIMA GUN MISHIMA MURA","46","鹿児島県"
"46304","鹿児島郡十島村","KAGOSHIMA GUN TOSHIMA MURA","46","鹿児島県"
"46392","薩摩郡さつま町","SATSUMA GUN SATSUMA CHO","46","鹿児島県"
"46404","出水郡長島町","IZUMI GUN NAGASHIMA CHO","46","鹿児島県"
"46452","姶良郡湧水町","AIRA GUN YUSUI CHO","46","鹿児島県"
"46468","曽於郡大崎町","SO GUN OSAKI CHO","46","鹿児島県"
"46482","肝属郡東串良町","KIMOTSUKI GUN HIGASHIKUSHIRA CHO","46","鹿児島県"
"46490","肝属郡錦江町","KIMOTSUKI GUN KINKO CHO","46","鹿児島県"
"46491","肝属郡南大隅町","KIMOTSUKI GUN MINAMIOSUMI CHO","46","鹿児島県"
"46492","肝属郡肝付町","KIMOTSUKI GUN KIMOTSUKI CHO","46","鹿児島県"
"46501","熊毛郡中種子町","KUMAGE GUN NAKATANE CHO","46","鹿児島県"
"46502","熊毛郡南種子町","KUMAGE GUN MINAMITANE CHO","46","鹿児島県"
"46505","熊毛郡屋久島町","KUMAGE GUN YAKUSHIMA CHO","46","鹿児島県"
"46523","大島郡大和村","OSHIMA GUN YAMATO SON","46","鹿児島県"
"46524","大島郡宇検村","OSHIMA GUN UKEN SON","46","鹿児島県"
"46525","大島郡瀬戸内町","OSHIMA GUN SETOCHI CHO","46","鹿児島県"
"46527","大島郡龍郷町","OSHIMA GUN TATSUGO CHO","46","鹿児島県"
"46529","大島郡喜界町","OSHIMA GUN KIKAI CHO","46","鹿児島県"
"46530","大島郡徳之島町","OSHIMA GUN TOKUNOSHIMA CHO","46","鹿児島県"
"46531","大島郡天城町","OSHIMA GUN AMAGI CHO","46","鹿児島県"
"46532","大島郡伊仙町","OSHIMA GUN ISEN CHO","46","鹿児島県"
"46533","大島郡和泊町","OSHIMA GUN WADOMARI CHO","46","鹿児島県"
"46534","大島郡知名町","OSHIMA GUN CHINA CHO","46","鹿児島県"
"46535","大島郡与論町","OSHIMA GUN YORON CHO","46","鹿児島県"
"47201","那覇市","NAHA SHI","47","沖縄県"
"47205","宜野湾市","GINOWAN SHI","47","沖縄県"
"47207","石垣市","ISHIGAKI SHI","47","沖縄県"
"47208","浦添市","URASOE SHI","47","沖縄県"
"47209","名護市","NAGO SHI","47","沖縄県"
"47210","糸満市","ITOMAN SHI","47","沖縄県"
"47211","沖縄市","OKINAWA SHI","47","沖縄県"
"47212","豊見城市","TOMIGUSUKU SHI","47","沖縄県"
"47213","うるま市","URUMA SHI","47","沖縄県"
"47214","宮古島市","MIYAKOJIMA SHI","47","沖縄県"
"47215","南城市","NANJO SHI","47","沖縄県"
"47301","国頭郡国頭村","KUNIGAMI GUN KUNIGAMI SON","47","沖縄県"
"47302","国頭郡大宜味村","KUNIGAMI GUN OGIMI SON","47","沖縄県"
"47303","国頭郡東村","KUNIGAMI GUN HIGASHI SON","47","沖縄県"
"47306","国頭郡今帰仁村","KUNIGAMI GUN NAKIJIN SON","47","沖縄県"
"47308","国頭郡本部町","KUNIGAMI GUN MOTOBU CHO","47","沖縄県"
"47311","国頭郡恩納村","KUNIGAMI GUN ONNA SON","47","沖縄県"
"47313","国頭郡宜野座村","KUNIGAMI GUN GINOZA SON","47","沖縄県"
"47314","国頭郡金武町","KUNIGAMI GUN KIN CHO","47","沖縄県"
"47315","国頭郡伊江村","KUNIGAMI GUN IE SON","47","沖縄県"
"47324","中頭郡読谷村","NAKAGAMI GUN YOMITAN SON","47","沖縄県"
"47325","中頭郡嘉手納町","NAKAGAMI GUN KADENA CHO","47","沖縄県"
"47326","中頭郡北谷町","NAKAGAMI GUN CHATAN CHO","47","沖縄県"
"47327","中頭郡北中城村","NAKAGAMI GUN KITANAKAGUSUKU SON","47","沖縄県"
"47328","中頭郡中城村","NAKAGAMI GUN NAKAGUSUKU SON","47","沖縄県"
"47329","中頭郡西原町","NAKAGAMI GUN NISHIHARA CHO","47","沖縄県"
"47348","島尻郡与那原町","SHIMAJIRI GUN YONABARU CHO","47","沖縄県"
"47350","島尻郡南風原町","SHIMAJIRI GUN HAEBARU CHO","47","沖縄県"
"47353","島尻郡渡嘉敷村","SHIMAJIRI GUN TOKASHIKI SON","47","沖縄県"
"47354","島尻郡座間味村","SHIMAJIRI GUN ZAMAMI SON","47","沖縄県"
"47355","島尻郡粟国村","SHIMAJIRI GUN AGUNI SON","47","沖縄県"
"47356","島尻郡渡名喜村","SHIMAJIRI GUN TONAKI SON","47","沖縄県"
"47357","島尻郡南大東村","SHIMAJIRI GUN MINAMIDAITO SON","47","沖縄県"
"47358","島尻郡北大東村","SHIMAJIRI GUN KITADAITO SON","47","沖縄県"
"47359","島尻郡伊平屋村","SHIMAJIRI GUN IHEYA SON","47","沖縄県"
"47360","島尻郡伊是名村","SHIMAJIRI GUN IZENA SON","47","沖縄県"
"47361","島尻郡久米島町","SHIMAJIRI GUN KUMEJIMA CHO","47","沖縄県"
"47362","島尻郡八重瀬町","SHIMAJIRI GUN YAESE CHO","47","沖縄県"
"47375","宮古郡多良間村","MIYAKO GUN TARAMA SON","47","沖縄県"
"47381","八重山郡竹富町","YAEYAMA GUN TAKETOMI CHO","47","沖縄県"
"47382","八重山郡与那国町","YAEYAMA GUN YONAGUNI CHO","47","沖縄県"
